ExpirationDate: 01/14/2021
Ticker: AAPL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
42.5,58.05,44.5,48.5,0,0,5,0,0.700442
60,29.5,29.15,29.75,0.549999,1.89982,3,72,0.468023
45,44.1,39.45,43.25,0,0,3,6,0.580326
47.5,45.16,40.3,44.35,0,0,2,0,0.677982
50,38,35.9,40.2,0,0,2,358,0.66016
55,21.9,33.55,34.2,0,0,6,0,0.506475
62.5,25.85,27.1,27.7,0,0,10,78,0.456915
65,25.6,25.4,25.95,1.44,5.96027,1,63,0.458746
67.5,23.45,23.3,23.75,1.45,6.59091,1,147,0.435491
70,20.52,21.4,21.9,0,0,1,823,0.426886
72.5,19.75,19.5,20.05,0.690001,3.62015,4,149,0.415838
75,18,17.9,18.35,0.450001,2.56411,3,210,0.408453
77.5,17.6,16.1,16.65,0,0,1,200,0.398382
80,15,14.65,15.1,0.98,6.99001,3,723,0.391302
82.5,13.62,13.05,13.6,0.62,4.76923,4,644,0.383368
85,12.29,11.65,12.2,0.99,8.76106,13,1496,0.376227
87.5,10.75,10.4,10.9,0.85,8.58586,15,458,0.369696
90,9.08,9.4,9.7,0.28,3.18182,22,2179,0.363837
92.5,8.5,8.15,8.55,0.9,11.8421,1,464,0.35694
95,6.97,7.1,7.5,0.12,1.75182,19,6507,0.350592
97.5,6,6.1,6.55,0,0,4,550,0.344916
100,5.2,5.3,5.7,0.0999999,1.96078,56,3268,0.339911
105,4.15,3.85,4.25,0.85,25.7576,11,1884,0.330695
110,2.95,2.7,3.15,0.17,6.11511,1657,4404,0.324348
115,1.9,1.86,2.28,0.1,5.55556,3,1130,0.317878
120,1.42,1.27,1.61,0.36,33.9623,46,4139,0.311347
125,0.98,0.83,1.18,0.17,20.9877,32,897,0.309821
130,0.78,0.53,0.75,0.23,41.8182,10,1305,0.299323
140,0.26,0.12,0.3,0.06,30,2,767,0.285652
150,0.1,0.08,0.12,0,0,23,580,0.277351
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: NEE
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
120,125,124.5,129.2,0,0,1,2,0.614506
90,119.44,117.9,121.7,0,0,0,1,1e-05
125,109.62,115.5,120.2,0,0,22,0,1e-05
370,0.5,0.1,1.1,-0.05,-9.09091,2,25,0.26551
95,115.33,135.1,140,0,0,1,1,1e-05
100,110.8,118.5,122.1,0,0,3,0,1e-05
110,96.43,120,124.8,0,0,1,1,1e-05
115,103,129.5,134.4,0,0,2,0,0.529057
135,99.69,105.5,110.2,0,0,5,0,1e-05
130,83.5,115,119.8,0,0,1,4,0.578679
140,81.4,106.1,110.9,0,0,2,0,0.55811
145,98.67,102.3,106.4,0,0,1,1,0.544865
150,91.2,97.3,102,0,0,1,5,0.533635
155,111.9,77.9,81.4,0,0,3,0,1e-05
160,46.49,89.3,93.2,0,0,1,0,0.508855
165,70.83,76.5,81.2,0,0,1,10,0.268562
170,77.67,80.9,84.4,0,0,1,222,0.481573
175,58,75.7,80,0,0,1,35,0.467168
180,71.7,71.7,76,0,0,40,126,0.459753
185,52.14,52.4,56.1,0,0,6,41,1e-05
190,65.3,63.7,67.5,11.25,20.8141,4,150,0.433111
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66
195,61.57,59.7,63.5,20.27,49.0799,1,82,0.422888
200,62,55.9,59.8,24,63.1579,7,454,0.416357
210,52.95,49,51.4,20.35,62.4233,4,200,0.385504
220,24.79,42,45.5,0,0,10,459,0.385107
230,41.08,35.3,39,13.58,49.3818,5,374,0.370764
240,31.4,29.3,32.8,7.4,30.8333,28,445,0.354956
250,25,23.7,27.5,9.6,62.3377,15,375,0.344397
260,20,18.7,22,8.08,67.7852,16,393,0.325782
270,14.4,15.1,18.7,3.25,29.148,7,454,0.326972
280,12,11.3,14.8,4.25,54.8387,162,1280,0.315223
290,11,8.3,11.2,2.4,27.907,1,294,0.300636
300,8.48,6.3,9.2,3.98,88.4444,5,372,0.301124
310,6.34,4,6.5,3.54,126.429,6,168,0.285347
320,2.76,2.9,5.6,0,0,1,147,0.29264
330,2.2,1.8,3.4,0.85,62.963,2,57,0.269996
340,2,1.05,2.4,0.93,86.9159,26,369,0.263771
350,0.5,0.55,2.75,0,0,1,1,0.289863
360,0.45,0.25,1.2,0,0,1,3,0.255867

Ticker: NFLX
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
320,85.3,82.7,86.95,-1.39999,-1.61476,1,608,0.484136
20,355.3,349.85,353.6,0,0,10,20,1.70313
325,82.87,79.45,83.65,0,0,6,747,0.479101
160,219.45,213.85,217.7,0,0,9,148,0.677982
10,359.75,359.05,363.55,50.75,16.4239,1,66,2.00098
330,78.4,76.35,80.6,-1,-1.25945,1,651,0.475774
5,366.05,364.15,368.5,0,0,24,246,2.53516
60,288.55,309.5,313.6,0,0,0,1,0.99585
30,342.55,339.9,343.7,0,0,10,12,1.45703
240,147.61,142.35,146.5,0,0,1,296,0.541844
15,355.55,354.1,358.6,-3.85001,-1.07123,11,34,1.75781
415,34.85,34.75,38.3,-5.15,-12.875,4,645,0.422049
50,324.4,319.5,324,0,0,6,723,1.1355
35,325.35,334.7,338.2,0,0,1,0,1.27784
400,41.9,40.65,43.75,0.600002,1.45279,19,2457,0.425894
25,353.35,344.9,348.65,0,0,3,3,1.56836
70,303,292.1,296.3,0,0,0,0,1e-05
290,107.8,103.4,107.55,0,0,2,492,0.51212
75,213.67,219.55,224.45,0,0,1,0,1e-05
85,274.6,271.1,276.6,0,0,1,27,1e-05
350,67.15,64.6,68.8,-0.919998,-1.35155,17,1506,0.460958
90,233.3,280,283.6,0,0,1,0,0.80884
370,56.9,53.8,58,-0.149998,-0.262923,4,1405,0.446569
95,285.6,276.1,279.95,0,0,2,15,0.89026
100,275.15,271.2,275.05,0,0,7,88,0.865236
410,39,36.75,40.2,0,0,2,956,0.424444
105,235.18,279.75,282.85,0,0,4,5,1.35456
430,31.25,29.5,33,-0.469999,-1.48171,9,2369,0.415213
110,255.62,246.15,253.9,0,0,2,7,1e-05
130,228.09,241.4,244.85,0,0,50,0,0.701785
135,240.25,237.5,241.35,0,0,3,67,0.742861
140,234.4,232.1,236.6,-3.18001,-1.3385,5,199,0.715335
145,230.95,228.1,231.85,0,0,5,42,0.717532
150,200,222.35,225.6,0,0,1,0,0.653812
155,219.65,218.65,222.4,-9.15001,-3.99913,2,21,0.691776
335,75.25,73.1,77.6,-0.550003,-0.725598,17,543,0.472387
165,210.45,208.5,213,47.45,29.1104,4,29,0.655521
345,70.74,67.35,71.6,0,0,25,557,0.464147
170,213.95,204.45,208.35,0,0,2,102,0.654361
175,183.25,199.25,203.75,0,0,1,104,0.636356
365,57.8,56.6,60.6,-1.36,-2.29885,7,590,0.450094
180,181.31,173.65,180.75,0,0,1,145,1e-05
375,53.05,52,55,0.0499992,0.0943382,10,500,0.439459
185,173.67,189.85,193.5,0,0,10,0,0.600956
190,157.13,184,188.3,0,0,10,150,0.567601
395,43.3,42.75,46.35,-2.99,-6.45928,1,261,0.432272
195,137.6,181.35,185.25,0,0,1,0,0.601902
405,38.99,38.6,42.15,-4.47,-10.2853,2,358,0.426748
200,172.5,176.5,181,0,0,15,401,0.592442
210,162.81,0,0,0,0,3,75,1e-05
220,163.91,158.95,163.45,0,0,1,172,0.564274
230,154.58,150.75,154.9,0,0,1,195,0.554356
250,137,134.15,138.3,0,0,4,538,0.53037
260,127.94,126.15,130.3,0,0,1,300,0.519658
270,118.85,118.35,122.5,-8.81001,-6.90115,11,850,0.509465
280,113.18,110.75,114.9,0,0,2,508,0.522527
300,98.08,96.2,100.35,0,0,2,1281,0.501439
310,95.81,89.25,93.55,0,0,1,722,0.492818
340,71.8,70.3,74.6,-0.649994,-0.897162,10,540,0.468511
355,63.85,61.7,65.95,-2.58,-3.88379,3,507,0.456884
360,61,58.8,62.65,-4.1,-6.298,1,825,0.448736
380,51.2,49,52.55,-1.23,-2.34598,10,1141,0.436178
385,48.37,46.85,50.25,-0.18,-0.370752,1,275,0.433554
390,46.4,44.4,48.1,-2.01,-4.15203,11,1110,0.431616
420,34.45,32.85,36.45,-1.6,-4.43828,7,1401,0.419577
440,29.6,25.35,29.8,0,0,1,523,0.411001
450,24.5,24,26.9,-1.75,-6.66667,7,7217,0.407431
460,22.3,20.8,24.2,-2.46,-9.93538,3,639,0.403754
470,20.4,18.45,21.8,0,0,1,1242,0.400915
480,17.36,15.2,19.7,-2.14,-10.9744,1,318,0.399084
490,16,13.3,16.7,0,0,1,168,0.387167
500,13.5,11.75,15.9,-0.73,-5.13,2,1552,0.394446
510,11.3,10.5,14.3,-1.1,-8.87096,5,636,0.392767
520,11.91,9.3,12.9,0,0,2,949,0.391745
540,8.2,6.6,10.6,-0.3,-3.52941,2,460,0.391333
560,6.4,4.25,6.75,0,0,5,3571,0.364234
580,5.3,4.2,7.1,0,0,6,226,0.390265
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: NVDA
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
65,205.25,196.15,200.85,0,0,1,9105,0.758547
270,43.52,40,42.2,-0.079998,-0.183482,29,1288,0.492162
100,171.7,162.55,166.9,0,0,17,335,0.656986
410,4.85,4.35,5.1,-0.45,-8.49057,1,575,0.389594
70,200.35,191.05,195,0,0,1,276,0.558598
105,157.32,158.05,162.5,0,0,10,126,0.663333
430,2.91,2.65,3.55,-0.39,-11.8182,18,1277,0.382025
290,32.09,31.3,33.2,2.29,7.68457,23,1445,0.472478
75,195.5,186.5,190.8,0,0,1,27,0.709476
80,182.65,181.5,185.9,0,0,1,69,0.682376
330,18.5,17.65,19.35,-1.35,-6.80101,46,1181,0.439093
85,143.45,167.4,171,0,0,4,11,1e-05
350,13,12.7,14.45,-1.44,-9.9723,92,2268,0.42655
90,181.15,172.1,175.9,0,0,1,281,0.654789
370,10.25,9.35,10.25,-0.25,-2.38095,6,564,0.410223
95,167.5,167.5,171.85,0,0,1,36,0.684818
110,162.4,153.7,157.95,0,0,12,88,0.664127
450,2.35,1.78,2.38,0.35,17.5,1,310,0.373358
115,157.85,149,153.3,0,0,13,124,0.650394
120,92,144.5,148.95,0,0,2,107,0.646976
125,142,141.1,143.9,0,0,1,376,0.648929
265,43.25,42.95,44.65,-3.2,-6.88913,30,599,0.497197
130,137.5,136.7,139.5,-3.14999,-2.2396,6,514,0.641544
135,125.5,132.35,135.15,0,0,1,445,0.634281
285,33.82,33.5,35.2,-2.23,-6.18585,140,668,0.475927
140,128.3,128.05,130.85,0,0,6,545,0.627201
295,29.69,29.3,31.3,-3.71,-11.1078,103,1398,0.469274
145,129,123.85,126.55,0,0,1,519,0.620121
150,104.55,119.65,122.4,0,0,1,1764,0.613712
315,23,22.05,23.95,-1.5,-6.12245,3,331,0.451101
155,116.8,115.5,118.3,0,0,7,1634,0.607182
160,113.35,111.4,114.05,0.400002,0.35414,7,1233,0.598362
165,110.32,107.4,109.6,18.37,19.9783,1,1088,0.58759
170,110.15,103.45,105.6,-1.25,-1.12208,1,922,0.58115
175,102.19,99.6,101.85,-4.37,-4.10097,1,1349,0.576939
180,94.41,95.95,98.5,0,0,260,2159,0.576847
185,94.23,92.15,94.45,0,0,10,1310,0.567875
190,89,88.45,90.9,1,1.13636,2,1231,0.563054
195,87.93,84.7,87.25,-0.269997,-0.306119,4,1987,0.555943
200,81,81.3,83.9,-3.5,-4.14201,50,4048,0.55283
210,74.21,74.4,77,-2.81,-3.6484,1,1114,0.541173
220,72.2,67.85,69.95,0,0,5,2835,0.527226
225,65.79,64.7,66.85,-2.94,-4.27761,8,1829,0.522527
230,65.05,62.2,63.75,-0.949997,-1.43939,1,1409,0.520909
235,59.82,59.25,61,1.32,2.25641,5,1574,0.517644
240,57.25,55.55,57.8,-2.55,-4.26421,18,2702,0.506261
245,55.68,52.9,55.2,-1.32,-2.31579,25,1478,0.50385
250,50.95,50.15,52.5,-2.55,-4.76635,24,3319,0.512822
255,47.65,48.2,49.75,-3.85,-7.47573,10,1588,0.506963
260,45.25,45.05,47.15,-3.13,-6.46962,23,1504,0.501943
275,38,38,39.8,-3.3,-7.99031,50,1153,0.486852
280,35.9,35.45,37.6,-2.43,-6.33968,301,1711,0.482885
300,28.5,27.5,29,-1.32,-4.42656,150,3900,0.460912
305,26.73,25.75,27.55,-1.27,-4.53572,21,454,0.461004
310,24.3,23.9,25.6,-2.18,-8.23263,5,2457,0.454809
320,21.75,20.5,22.45,0.129999,0.601291,66,1888,0.448278
340,15.2,14.95,16.5,0.7,4.82759,42,1580,0.42948
360,11.85,10.65,12.35,0.990001,9.11603,4,638,0.42005
380,8.35,7.8,8.85,-0.0499992,-0.595229,7,1202,0.407446
390,6.81,5.95,7.3,-0.19,-2.71429,97,426,0.39939
400,5.35,5.3,6.2,-0.75,-12.2951,130,1669,0.395911
420,3.96,3.2,4.3,0,0,12,1014,0.386542
440,2.53,2.06,2.89,0,0,3,121,0.376898
460,1.65,1.52,1.93,-0.25,-13.1579,5,217,0.369147
470,1.38,1.19,1.57,0.03,2.22222,20,633,0.365607
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: ORCL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
35,14.79,18.5,20.35,0,0,1,146,0.547612
25,23.95,27.8,29.35,0,0,20,22,0.537114
40,11.8,13.95,16.3,0,0,4,81,0.500005
28,21,24.9,26.65,0,0,5,10,0.512212
45,9.7,10.1,12.5,0,0,2,590,0.453008
30,21.36,23.05,24.85,0,0,2,55,0.627933
33,17.3,20.4,22,0,0,3,22,0.563481
38,15.35,11.5,14.05,0,0,1,27,1e-05
43,12.6,11.65,13.9,0.6,5,10,5075,0.465704
47,10,8.55,10.4,1.51,17.7856,3,1711,0.393561
50,7.9,6.5,8.5,0.4,5.33333,15,1884,0.377203
52.5,6.5,5.15,6.7,0.66,11.3014,2,3100,0.344123
55,5,3.85,5.9,0.35,7.52688,6,4732,0.358405
57.5,4.15,3.55,4.25,0.35,9.21053,38,5544,0.319099
60,3.1,2.3,3.1,0.35,12.7273,24,4538,0.298103
62.5,2.4,1.54,2.57,0.54,29.0323,1,1226,0.304084
65,0.75,0.65,1.91,0,0,2,2636,0.295051
67.5,1.3,0.36,1.72,0,0,1,1598,0.31092
70,0.75,0.3,1.65,0,0,5,2364,0.332282
75,0.42,0.11,0.6,0.07,20,4,32317,0.283454
80,0.15,0.1,0.29,0,0,3,5786,0.274177
85,0.1,0.02,0.26,0,0,1,265,0.298835
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: PEP
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
55,82.45,76.5,81.2,0,0,2,0,0.777346
90,31.18,43.05,47.05,0,0,1,9,0.442999
60,80.05,62.1,67,0,0,2,0,1e-05
65,75,57.1,62,0,0,2,0,1e-05
70,44.7,61.5,66.2,0,0,590,11,0.594486
75,57.15,56.6,61.4,0,0,1,7,0.554448
80,61.71,43.1,47.75,0,0,2,0,1e-05
85,39.9,48.35,52.05,0,0,2,2,0.489751
95,35.31,38.55,42.55,0,0,6,4,0.418463
97.5,39,38.15,38.85,0,0,4,0,0.347602
100,27.02,34.65,38.15,0,0,5,182,0.395758
105,27.19,29.95,33.6,0,0,7,86,0.365973
110,25.15,25.75,29.75,0,0,29,151,0.355414
115,24.87,21.9,25.9,2.82,12.7891,1,286,0.340156
120,20.65,18.25,22.3,-0.77,-3.59477,1,534,0.326819
125,15.05,14.9,18.65,0,0,3,344,0.307716
130,13.49,12.8,15.85,0.99,7.92,30,855,0.302802
135,12,9.7,13.15,0.85,7.62332,2,1999,0.294258
140,9.05,6.55,10.65,0.55,6.47059,2,1562,0.284126
145,7.44,5.7,8.5,2.54,51.8367,26,824,0.275581
150,5,4.05,5.5,0.0999999,2.04081,20,1101,0.240791
155,4.19,1.67,4.25,-0.00999975,-0.238089,2,1758,0.238655
160,2.7,0.79,4,0.2,8,54,532,0.257637
165,1.6,0.21,3.1,0,0,19,384,0.255318
170,1.2,0.35,1.81,0.54,81.8182,1,424,0.232796
175,1,0,1.3,0,0,2,477,0.229744
180,0.54,0.29,0.94,-0.06,-10,1,306,0.228157
185,0.5,0.03,0.99,0,0,1,5,0.246345
190,0.51,0,0.89,0,0,2,4,0.255256
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: PFE
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
30,6.45,6.25,6.7,0.94,17.0599,64,3964,0.292243
15,19.2,18.7,21.75,0,0,1,1,0.93213
18,13.45,17.45,17.85,0,0,0,3,0.555669
28,8.25,7.9,8.25,0.75,10,60,346,0.301521
20,14,13.65,16.9,0,0,5,64,0.698489
23,11.75,10.65,14.05,0,0,1,157,0.591313
35,3.11,2.94,3.25,0.44,16.4794,508,8323,0.247566
25,10.31,10.45,11.1,0.76,7.95812,2,240,0.371588
33,4.35,4.1,4.5,0.45,11.5385,48,4288,0.26429
38,1.7,1.59,1.85,0.3,21.4286,566,15270,0.231575
40,1.02,1,1.05,0.17,20,1053,24368,0.209725
42,0.6,0.6,0.65,0.15,33.3333,311,14488,0.206795
45,0.28,0.27,0.32,0.1,55.5556,236,10595,0.207772
47,0.18,0.15,0.24,0.07,63.6364,106,3648,0.21827
50,0.14,0.1,0.15,0.06,75,139,6035,0.2295
55,0.06,0.05,0.1,0.02,50,5,2150,0.258796
60,0.03,0.02,0.06,0,0,293,3473,0.277351
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: PG
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
175,0.61,0.5,0.67,-0.19,-23.75,38,1316,0.285408
42.5,62.19,68.95,72.15,0,0,4,0,1e-05
60,66.05,66.3,67.45,0,0,235,0,1.14393
45,81.45,81.2,82.4,0,0,185,0,1.5221
70,38.95,42.7,47.4,0,0,680,28,0.511724
50,76.38,76.3,77.3,0,0,4,0,1.3783
55,71.5,71.35,72.35,0,0,32,0,1.25501
65,61.05,61.2,62.5,0,0,23,0,1.04126
75,48.05,41.2,42.65,0,0,350,0,0.469915
72.5,53.6,53.7,55.2,0,0,165,0,0.908814
77.5,48.85,48.65,50.2,0,0,375,0,0.82477
80,37.05,35.25,36.8,0,0,1,153,0.372443
82.5,28.5,33.05,34.65,0,0,158,25,0.366583
85,35,30.85,32.55,2,6.06061,10,319,0.361151
87.5,27.65,28.75,30.5,0,0,1,51,0.355963
90,29.64,26.8,28.55,0,0,1,239,0.352668
92.5,29.65,24.7,26.6,0,0,10,177,0.347297
95,23.83,22.8,24.7,0,0,7,342,0.341742
97.5,23.63,20.95,22.9,10.4,78.6092,1,356,0.337592
100,19.08,19.25,21.25,0,0,11,1598,0.336005
105,18.47,14.5,17.9,0,0,12,2592,0.325202
110,16.96,12.95,14.95,2.73,19.1848,7,1072,0.317847
115,12.4,10.45,12.2,0.71,6.07357,21,1450,0.308021
120,11.28,8.15,9.8,1.68,17.5,7,31976,0.299445
125,7.92,6.2,7.8,0.52,7.02703,52,2896,0.29325
130,6.7,3,6.45,1.48,28.3525,9,2966,0.296516
135,5.2,1.6,4.9,1.05,25.3012,6,1800,0.287605
140,4.1,2.49,4.1,0.35,9.33333,20,1946,0.293647
145,1.64,1.96,3.05,0,0,1,716,0.286201
150,2.31,1.13,2.47,0,0,110,796,0.288887
155,2,0.77,1.96,0,0,100,404,0.289741
160,1.35,0.65,1.39,0.45,50,1,859,0.282356
165,0.99,0.33,1.39,-0.00999999,-0.999999,2,131,0.300483
170,0.65,0.22,0.98,0,0,5,106,0.292976
180,0.5,0.02,0.79,0,0,101,947,0.309821
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: PM
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
45,17.33,31.1,33.5,0,0,26,0,0.543828
30,38.95,43.7,48.5,0,0,1,0,0.684818
50,28,26.4,28.9,0,0,190,0,0.573002
35,35.65,39.2,42.6,0,0,6,8,0.544682
57.5,19.15,20,23.35,0,0,1,191,0.542729
40,46.93,44.45,45.9,0,0,1,1,1.25489
42.5,31.5,33.35,35.75,0,0,1,0,0.565678
47.5,39.5,38.7,40.7,0,0,3,3,1.14051
55,31.77,29.95,33.85,0,0,1,1,0.911134
60,18.48,17.5,20.8,0,0,1,414,0.492315
62.5,18.23,16.15,19.8,2.23,13.9375,6,1853,0.515996
65,15.19,14.5,16.75,0,0,2,260,0.442449
67.5,12.6,12.05,15.75,0,0,120,398,0.458746
70,12.19,10.5,13.3,0,0,2,535,0.410895
72.5,10.34,8.95,13.15,0,0,20,1333,0.453375
75,10.6,8.5,12.5,1.1,11.579,4,598,0.470953
77.5,8.57,7.2,10.6,0.37,4.51219,1,440,0.437261
80,7.3,5.9,8.1,0,0,28,794,0.378546
82.5,7,4.7,6.95,0.8,12.9032,1,529,0.367804
85,5.36,3.65,6.1,0,0,17,1153,0.365119
87.5,4.53,3.75,6.75,0,0,17,2516,0.418097
90,4,3.1,4.7,0.25,6.66667,24,696,0.362311
92.5,3,2.05,6,0,0,1,1104,0.438787
95,2.6,0.81,3.25,0,0,4,1511,0.344489
97.5,2.78,0,4.5,0,0,12,274,0.420416
100,2.1,0.2,2.27,0.25,13.5135,8,1292,0.334723
105,1.53,0.47,1.67,0,0,6,695,0.333747
110,0.65,0.14,1.32,0,0,11,1366,0.339972
115,2,0.43,1.38,0,0,6,0,0.3711
120,0.5,0.24,1.03,0,0,3,0,0.368415
125,0.25,0,1.24,-0.2,-44.4444,10,85,0.408819
130,1.83,0.05,2.39,0,0,10,55,0.511602
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: PYPL
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
165,0.75,0.56,1.53,0,0,2,958,0.361212
40,46.42,64.1,68.8,0,0,15,1098,0.640629
175,0.45,0.29,1.04,0,0,5,274,0.361579
42.5,44.2,62,66.4,0,0,5,322,0.647953
60,37.4,45.7,50.05,0,0,14,267,0.534795
45,46.3,59.5,64,0,0,5,297,0.6189
185,0.26,0.15,0.59,0,0,4,50,0.350348
47.5,68.19,74.95,76.15,0,0,9,227,1.70252
70,39.2,38,41.55,1.35,3.56672,4,1156,0.523808
50,44.2,54.7,59.4,0,0,1,273,0.588627
55,41.75,0,0,0,0,2,368,1e-05
65,35.7,41.3,45.55,0,0,3,192,0.510503
72.5,35.86,35.8,39.45,0,0,8,231,0.509099
75,25.5,33.15,35.95,0,0,1,363,0.514653
77.5,26.1,31.35,34.05,0,0,6,359,0.507512
80,28.5,31.05,34,0,0,1,764,0.513311
82.5,23.45,29.2,31.65,0,0,2,362,0.539677
85,27.85,27.45,29.05,0,0,3,630,0.501653
87.5,25,23.9,26.6,0,0,10,397,0.469549
90,24.25,23.1,26.7,3,14.1176,2,517,0.519841
92.5,24.99,21.55,23.2,2.59,11.5625,2,155,0.453069
95,20.4,19.1,21.65,0,0,8,373,0.44721
97.5,19.55,18.55,20.1,0,0,20,118,0.439764
100,18.83,17.1,18.7,0.879999,4.9025,5,2743,0.435064
105,16.1,14.7,16,0.700001,4.54546,7,1033,0.423712
110,13,12.5,13.5,-0.25,-1.88679,124,4142,0.411566
115,10.75,10.1,11.4,0.21,1.99241,27,3305,0.403937
120,9.2,8.2,9.8,0.5,5.74713,34,4422,0.403754
125,7.4,6.6,7.8,0.3,4.22536,30,2217,0.386542
130,6.05,4.55,6.3,0.45,8.03572,158,3789,0.377142
135,5.03,4.2,5.3,0.14,2.86299,63,2349,0.377081
140,3.72,2.53,4.15,0.17,4.78873,6,4251,0.366828
145,2.64,2.72,2.9,0,0,254,1473,0.345466
150,2.34,1.95,3.5,-0.2,-7.87402,4,2541,0.391852
155,0.9,1.43,2.25,0,0,11,1098,0.360968
160,1.26,1.09,1.66,0,0,1,1259,0.350592
170,0.47,0.12,1.74,0,0,4,169,0.390265
180,0.4,0.32,0.8,0,0,10,229,0.35694
-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66,-6.27744e+66

Ticker: QCOM
Strike,LastPrice,Bid,Ask,Change,PercentChange,Volume,OpenInterest,ImpliedVol
50,23.89,23.2,24.35,-1.53,-6.01889,3,2500,0.482183
35,32.11,34.8,38.55,0,0,1,101,0.718753
25,46.95,44.5,48.6,-2.25,-4.57317,1,27,1.00757
45,28,26.35,29.1,0,0,20,138,0.557866
30,43.5,39.65,44,0,0,1,41,0.525395
38,42.7,28.75,29.3,0,0,3,4,1e-05
40,33.56,31.1,34.5,2.76,8.96105,8,831,0.527348
43,28.3,24.55,24.9,0,0,125,3,1e-05
47,18.35,25.65,26.85,0,0,8,51,0.499883
52.5,24,21.2,22.35,0,0,61,1261,0.469244
55,20.36,19.3,20.45,-1.14,-5.30232,15,5048,0.458868
57.5,18.2,17.3,18.6,0,0,2,2119,0.447515
60,16.82,15.7,16.9,-0.630001,-3.61032,5,2231,0.440191
62.5,13.75,14,15.3,-2,-12.6984,49,553,0.433599
65,13.09,12.65,14.95,-1.11,-7.8169,28,3009,0.478033
67.5,11.25,10.35,13.45,-1.55,-12.1094,1,768,0.466375
70,10.5,10.1,12.25,-1.01,-8.77498,18,3452,0.464117
72.5,8.81,8.9,11,-2.14,-19.5434,8,1093,0.456365
75,7.49,7.6,8.4,-1.26,-14.4,141,1529,0.391669
77.5,6.78,5,8.4,-1.07,-13.6306,12,1164,0.427679
80,5.9,5.85,6.45,-0.8,-11.9403,160,3920,0.382391
82.5,4.9,5,7.25,-1.2,-19.6721,92,1760,0.44483
85,4.85,4.25,5.9,-0.35,-6.73077,11,2638,0.417547
87.5,3.65,3.6,4.2,-0.9,-19.7802,5,1915,0.370429
90,3.3,3.05,3.6,-0.33,-9.09091,42,5679,0.366461
92.5,3.08,1.05,3.1,-0.03,-0.964629,15,2244,0.36402
95,2.58,2.14,3.15,-0.2,-7.19425,20,1794,0.386603
97.5,2.47,1.77,2.26,0.29,13.3027,4,1637,0.358649
100,1.5,1.45,1.88,-0.37,-19.7861,116,8584,0.353644
105,1.17,0.96,2.37,-0.13,-10,2,1834,0.415167
110,0.84,0.65,1,-0.14,-14.2857,55,3623,0.349982
115,0.6,0.5,0.72,-0.03,-4.7619,2,2539,0.348151
120,0.4,0.31,0.56,-0.08,-16.6667,7,2104,0.352057
125,0.3,0.21,0.44,0.01,3.44828,5,508,0.356208
130,0.25,0.2,0.35,0,0,40,687,0.360602
135,0.22,0,0.29,0.02,10,1,2806,0.366706
